id,date,type,city,state,ideology,group,description,image
8492,7/25/19,White Supremacist Propaganda,Fort Thomas,KY,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""Reject poison,"" and ""Money does not rule you.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Not%20stolen%20conquered%20sticker_sample.jpg
8496,7/25/19,White Supremacist Propaganda,Fort Worth,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered"" and ""United we stand.""",https://www.adl.org/sites/default/files/2019-03/PF%20Not%20Stolen%20Conquered.jpg
8508,7/25/19,White Supremacist Propaganda,Frisco,TX,Right Wing (White Supremacist),American Identity Movement,"American Identity Movement, an alt right group, distributed propaganda that read: ""Embrace your identity"" and ""Diversity destroys nations.""",https://www.adl.org/sites/default/files/2020-01/AIM_diversity%20destroys%20nations%20blue_sample.png
8539,7/25/19,White Supremacist Propaganda,Hardwick,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered"" and ""Better dead than red.""",https://www.adl.org/sites/default/files/2019-03/PF%20Not%20Stolen%20Conquered.jpg
8767,7/25/19,White Supremacist Propaganda,Oklahoma City,OK,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""To ourselves and our posterity"" and ""Will your speech be hate speech?""",https://www.adl.org/sites/default/files/2019-11/PF%20Will%20your%20speech%20be%20hate%20speech.jpg
9002,7/25/19,White Supremacist Propaganda,Tulsa,OK,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""United we stand.""",https://www.adl.org/sites/default/files/2019-06/4.24.2019%20Patriot%20Front%20United%20we%20stand_sample.jpg
8157,7/24/19,White Supremacist Propaganda,Crescent Beach,SC,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered"" and ""Better dead than red.""",https://www.adl.org/sites/default/files/2019-03/PF%20Not%20Stolen%20Conquered.jpg
8226,7/24/19,White Supremacist Propaganda,Austin,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""To ourselves and our posterity,"" and ""Will your speech be hate speech?""",https://www.adl.org/sites/default/files/2019-11/PF%20Will%20your%20speech%20be%20hate%20speech.jpg
8236,7/24/19,White Supremacist Propaganda,Barre,MA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""Not stolen conquered,"" and ""Will your speech be hate speech?""",https://www.adl.org/sites/default/files/2019-11/PF%20Will%20your%20speech%20be%20hate%20speech.jpg
8248,7/24/19,White Supremacist Propaganda,Belton,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""To ourselves and our posterity,"" and ""Will your speech be hate speech?""",https://www.adl.org/sites/default/files/2019-03/PF%20To%20ourselves%20and%20our%20posterity.jpg
8255,7/24/19,White Supremacist Propaganda,Bexley,OH,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty and the pursuit of victory.""",https://www.adl.org/sites/default/files/2019-03/PF%20Life%20liberty%20and%20the%20pursuit%20of%20victory.jpg
8272,7/24/19,White Supremacist Propaganda,Boston,MA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""United we stand"" and ""America First.""",https://www.adl.org/sites/default/files/2019-06/4.24.2019%20Patriot%20Front%20United%20we%20stand_sample.jpg
8298,7/24/19,White Supremacist Propaganda,Brooklyn Park,MN,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red"" and ""Not stolen conquered.""",https://www.adl.org/sites/default/files/2019-03/PF%20Not%20Stolen%20Conquered.jpg
8352,7/24/19,White Supremacist Propaganda,Chicago,IL,Right Wing (White Supremacist),American Identity Movement,"American Identity Movement, an alt right group, distributed stickers featuring the group's logo.",https://www.adl.org/sites/default/files/2019-03/AIM%20logo%20Sample.jpg
8412,7/24/19,White Supremacist Propaganda,Dallas,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""United we stand"" and ""Better dead than red.""",https://www.adl.org/sites/default/files/2019-03/PF%20Better%20dead%20than%20red.jpg
8605,7/24/19,White Supremacist Propaganda,Kittery,ME,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""To ourselves and our posterity,"" and ""Will your speech be hate speech?""",https://www.adl.org/sites/default/files/2019-11/PF%20Will%20your%20speech%20be%20hate%20speech.jpg
8626,7/24/19,White Supremacist Propaganda,Lawton,OK,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""Reject poison,"" and ""Will your speech be hate speech?""",https://www.adl.org/sites/default/files/2019-11/PF%20Will%20your%20speech%20be%20hate%20speech.jpg
8775,7/24/19,White Supremacist Propaganda,Omaha,NE,Right Wing (White Supremacist),Daily Stormer Book Club,"Daily Stormer Book Club, an alt right group, distributed propaganda at the University of Nebraska that read: ""Report any and all illegal aliens...they have broken the law.""",
8844,7/24/19,White Supremacist Propaganda,Reno,NV,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""Keep America American,"" and ""Money does not rule you.""",https://www.adl.org/sites/default/files/2019-03/PF%20Keep%20America%20American_0.jpg
8954,7/24/19,White Supremacist Propaganda,South Burlington,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""Life liberty and the pursuit of victory,"" and ""Money does not rule you.""",https://www.adl.org/sites/default/files/2019-03/PF%20Money%20does%20not%20rule%20you.jpg
8965,7/24/19,White Supremacist Propaganda,St. Albans,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""Not stolen conquered,"" and ""Reclaim America""",https://www.adl.org/sites/default/files/2019-03/PF%20Not%20Stolen%20Conquered.jpg
8969,7/24/19,White Supremacist Propaganda,St. Matthews,KY,Right Wing (White Supremacist),American Identity Movement,"American Identity Movement, an alt right group, distributed propaganda featuring the group's logo.",
8670,7/23/19,White Supremacist Propaganda,Malden,MA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America First.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
8727,7/23/19,White Supremacist Propaganda,Nashua,NH,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Money does not rule you,"" ""United we stand,"" ""Not stolen conquered,"" and ""Reject poison.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
8857,7/23/19,White Supremacist Propaganda,Richmond,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Reclaim America,"" ""Life liberty and the pursuit of victory,"" and ""Not stolen conquered.""",https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
8881,7/23/19,White Supremacist Propaganda,Sacramento,CA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at Sacramento State University that read: ""Better dead than red"" and ""Will your speech be hate speech?""",https://www.adl.org/sites/default/files/2019-11/PF%20Will%20your%20speech%20be%20hate%20speech.jpg
8952,7/23/19,White Supremacist Propaganda,Somerville,MA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Money does not rule you,"" ""Life liberty and the pursuit of victory,"" ""Not stolen conquered,"" and ""Reclaim America.""",https://www.adl.org/sites/default/files/2019-03/PF%20Money%20does%20not%20rule%20you.jpg
9023,7/23/19,White Supremacist Propaganda,Washington,DC,Right Wing (White Supremacist),Loyal White Knights,"Loyal White Knights, a Klan group, distributed fliers that opposing the proposed renaming of Harry F. Byrd Highway in Loudoun County.",
8186,7/22/19,White Supremacist Propaganda,Howell Township,NJ,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""Stand your ground"" and ""Reclaim your nation reclaim your heritage.""",https://www.adl.org/sites/default/files/2019-03/NJEHA%20reclaim%20your%20nation%20reclaim%20your%20heritage.jpg
8209,7/22/19,White Supremacist Propaganda,Andover,KS,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""Deport illegal aliens"" and ""A country for everyone is a country for no one.""",
8235,7/22/19,Anti-Semitic Incident:Harassment;White Supremacist Propaganda,Baltimore,MD,Right Wing (White Supremacist),Daily Stormer Book Club,"Daily Stormer Book Club, an alt right group, distributed anti-Semitic propaganda that read: ""HOLO-CAUST=FAKE NEWS The people that lied about soap, lampshades are lying about gas chambers and ovens.""",https://www.adl.org/sites/default/files/2019-09/holocaustfake-618x800_sample.png
8288,7/22/19,Anti-Semitic Incident:Harassment;White Supremacist Propaganda,Brandon,FL,Right Wing (White Supremacist),Daily Stormer Book Club,"Daily Stormer Book Club, an alt right group, distributed anti-Semitic propaganda that read: ""HOLO-CAUST=FAKE NEWS The people that lied about soap, lampshades are lying about gas chambers and ovens.""",https://www.adl.org/sites/default/files/2019-09/holocaustfake-618x800_sample.png
8291,7/22/19,Anti-Semitic Incident:Harassment;White Supremacist Propaganda,Bridgewater,NJ,Right Wing (White Supremacist),Daily Stormer Book Club,"Daily Stormer Book Club, an alt right group, distributed anti-Semitic propaganda that read: ""HOLO-CAUST=FAKE NEWS The people that lied about soap, lampshades are lying about gas chambers and ovens.""",https://www.adl.org/sites/default/files/2019-09/holocaustfake-618x800_sample.png
8371,7/22/19,Anti-Semitic Incident:Harassment;White Supremacist Propaganda,Beachwood,OH,Right Wing (White Supremacist),Daily Stormer Book Club,"Daily Stormer Book Club, an alt right group, distributed anti-Semitic propaganda at a Jewish museum that read: ""HOLO-CAUST=FAKE NEWS The people that lied about soap, lampshades are lying about gas chambers and ovens.""",https://www.adl.org/sites/default/files/2019-09/holocaustfake-618x800_sample.png
8372,7/22/19,Anti-Semitic Incident:Harassment;White Supremacist Propaganda,Beachwood,OH,Right Wing (White Supremacist),Daily Stormer Book Club,"Daily Stormer Book Club, an alt right group, distributed anti-Semitic propaganda that read: ""HOLO-CAUST=FAKE NEWS The people that lied about soap, lampshades are lying about gas chambers and ovens.""",https://www.adl.org/sites/default/files/2019-09/holocaustfake-618x800_sample.png
8373,7/22/19,White Supremacist Propaganda,Cleveland,OH,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered"" and ""Better dead than red.""",https://www.adl.org/sites/default/files/2019-03/PF%20Not%20Stolen%20Conquered.jpg
8490,7/22/19,Anti-Semitic Incident:Harassment;White Supremacist Propaganda,Fort Myers,FL,Right Wing (White Supremacist),Daily Stormer Book Club,"Daily Stormer Book Club, an alt right group, distributed anti-Semitic propaganda that read: ""HOLO-CAUST=FAKE NEWS The people that lied about soap, lampshades are lying about gas chambers and ovens.""",https://www.adl.org/sites/default/files/2019-09/holocaustfake-618x800_sample.png
8624,7/22/19,Anti-Semitic Incident:Harassment;White Supremacist Propaganda,Lavonia,GA,Right Wing (White Supremacist),Daily Stormer Book Club,"Daily Stormer Book Club, an alt right group, distributed anti-Semitic propaganda that read: ""HOLO-CAUST=FAKE NEWS The people that lied about soap, lampshades are lying about gas chambers and ovens.""",https://www.adl.org/sites/default/files/2019-09/holocaustfake-618x800_sample.png
8639,7/22/19,White Supremacist Propaganda,Leominster,MA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Reclaim America,"" ""To ourselves and our posterity,"" and ""Will your speech be hate speech?""",https://www.adl.org/sites/default/files/2019-11/PF%20Will%20your%20speech%20be%20hate%20speech.jpg
8658,7/22/19,Anti-Semitic Incident:Harassment;White Supremacist Propaganda,Los Gatos,CA,Right Wing (White Supremacist),Daily Stormer Book Club,"Daily Stormer Book Club, an alt right group, distributed anti-Semitic propaganda that read: ""HOLO-CAUST=FAKE NEWS The people that lied about soap, lampshades are lying about gas chambers and ovens.""",https://www.adl.org/sites/default/files/2019-09/holocaustfake-618x800_sample.png
8660,7/22/19,White Supremacist Propaganda,Louisville,KY,Right Wing (White Supremacist),American Identity Movement,"American Identity Movement, an alt right group, distributed propaganda at the University of Louisville that read: ""Nationalism not globalism"" and ""Defend America.""",https://www.adl.org/sites/default/files/2019-03/AIM%20Defend%20America%20Sample.jpg
